-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451.0,,,,1379.0,1246.0,819.0,1064.0,938.0,1085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3031.0,1456.0,1029.0,819.0,791.0,805.0,882.0,1050.0,861.0,728.0,595.0,511.0,483.0,539.0,616.0,735.0,938.0,1008.0,798.0,882.0,798.0,889.0,749.0,826.0,1134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,980.0,847.0,763.0,665.0,546.0,497.0,532.0,560.0,595.0,539.0,455.0,441.0,378.0,364.0,427.0,462.0,483.0,476.0,476.0,462.0,497.0,518.0,553.0,581.0,574.0,609.0,861.0,777.0,1141.0,1183.0,1148.0,1386.0,1113.0,994.0,1015.0,952.0,1218.0,1344.0,1253.0,1358.0,1295.0,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.0,1085.0,784.0,644.0,574.0,511.0,448.0,364.0,364.0,336.0,350.0,322.0,294.0,301.0,273.0,280.0,322.0,322.0,301.0,336.0,350.0,364.0,385.0,385.0,427.0,483.0,455.0,441.0,546.0,546.0,581.0,588.0,567.0,665.0,707.0,714.0,693.0,714.0,791.0,833.0,854.0,889.0,924.0,945.0,1078.0,1162.0,1232.0,1337.0,1638.0,1820.0,3437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.0,1239.0,938.0,721.0,567.0,504.0,420.0,378.0,322.0,280.0,231.0,231.0,238.0,238.0,231.0,203.0,203.0,252.0,252.0,238.0,259.0,273.0,287.0,294.0,315.0,308.0,364.0,371.0,378.0,392.0,427.0,413.0,406.0,448.0,539.0,525.0,567.0,567.0,588.0,609.0,658.0,693.0,679.0,728.0,749.0,798.0,868.0,917.0,966.0,1022.0,1099.0,1253.0,1449.0,2562.0,2163.0,2142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2296.0,1169.0,854.0,602.0,469.0,357.0,273.0,259.0,224.0,196.0,175.0,182.0,182.0,175.0,168.0,182.0,189.0,189.0,203.0,210.0,203.0,224.0,238.0,231.0,238.0,259.0,266.0,294.0,308.0,322.0,343.0,357.0,385.0,413.0,413.0,462.0,462.0,469.0,511.0,511.0,574.0,532.0,595.0,623.0,630.0,665.0,791.0,826.0,889.0,917.0,1071.0,1260.0,1386.0,1337.0,1554.0,1617.0,1820.0,2072.0,2702.0,,,,2520.0,3346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,742.0,427.0,259.0,224.0,189.0,175.0,140.0,140.0,147.0,140.0,154.0,147.0,133.0,140.0,154.0,154.0,154.0,161.0,175.0,196.0,196.0,175.0,196.0,224.0,252.0,259.0,266.0,280.0,308.0,336.0,343.0,322.0,343.0,357.0,378.0,399.0,392.0,441.0,448.0,504.0,546.0,574.0,595.0,644.0,714.0,798.0,889.0,931.0,994.0,1015.0,994.0,1162.0,1281.0,1232.0,1218.0,1386.0,1414.0,1820.0,1729.0,1442.0,1666.0,2849.0,1869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.0,196.0,147.0,112.0,98.0,91.0,105.0,112.0,105.0,119.0,112.0,105.0,112.0,119.0,126.0,126.0,126.0,140.0,140.0,133.0,133.0,147.0,168.0,203.0,210.0,210.0,217.0,238.0,259.0,266.0,238.0,252.0,280.0,322.0,329.0,343.0,364.0,392.0,448.0,476.0,511.0,511.0,560.0,581.0,616.0,658.0,707.0,770.0,826.0,826.0,896.0,1043.0,1015.0,1022.0,1127.0,1162.0,1197.0,1253.0,1246.0,1400.0,1589.0,1568.0,1659.0,2051.0,3213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,350.0,182.0,98.0,63.0,70.0,70.0,84.0,84.0,84.0,77.0,77.0,84.0,98.0,105.0,105.0,98.0,105.0,105.0,98.0,98.0,112.0,126.0,154.0,161.0,161.0,168.0,189.0,203.0,203.0,203.0,210.0,245.0,273.0,287.0,294.0,308.0,336.0,357.0,371.0,413.0,441.0,455.0,490.0,525.0,553.0,581.0,609.0,700.0,742.0,798.0,882.0,882.0,924.0,1043.0,1050.0,1085.0,1120.0,1155.0,1267.0,1288.0,1337.0,1393.0,1554.0,1687.0,1778.0,1876.0,1813.0,1953.0,2156.0,2982.0,,2772.0,2394.0,2842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2310.0,819.0,392.0,91.0,49.0,42.0,63.0,63.0,56.0,56.0,49.0,56.0,63.0,63.0,70.0,84.0,84.0,77.0,77.0,77.0,77.0,84.0,98.0,119.0,126.0,126.0,133.0,140.0,154.0,168.0,175.0,196.0,210.0,224.0,238.0,259.0,273.0,287.0,322.0,336.0,371.0,392.0,427.0,462.0,483.0,511.0,532.0,574.0,630.0,693.0,728.0,770.0,798.0,861.0,917.0,952.0,1001.0,1029.0,1085.0,1134.0,1148.0,1183.0,1253.0,1295.0,1372.0,1421.0,1519.0,1568.0,1687.0,1722.0,1785.0,1876.0,1939.0,2009.0,2310.0,2562.0,2716.0,3311.0,3535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.0,224.0,42.0,42.0,28.0,35.0,35.0,35.0,42.0,35.0,42.0,42.0,49.0,49.0,56.0,56.0,56.0,63.0,63.0,63.0,70.0,70.0,91.0,105.0,105.0,119.0,133.0,147.0,161.0,175.0,196.0,210.0,231.0,245.0,266.0,280.0,301.0,322.0,329.0,357.0,378.0,413.0,434.0,455.0,462.0,511.0,546.0,567.0,609.0,651.0,693.0,714.0,777.0,812.0,847.0,910.0,931.0,959.0,980.0,1029.0,1085.0,1134.0,1141.0,1218.0,1274.0,1337.0,1379.0,1456.0,1540.0,1610.0,1701.0,1792.0,1946.0,2058.0,2170.0,2408.0,2506.0,2744.0,3150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.0,2310.0,2527.0,343.0,427.0,273.0,21.0,21.0,21.0,21.0,28.0,28.0,21.0,21.0,28.0,28.0,35.0,35.0,42.0,42.0,42.0,42.0,49.0,56.0,56.0,70.0,84.0,91.0,105.0,112.0,126.0,126.0,147.0,161.0,182.0,217.0,231.0,238.0,252.0,273.0,301.0,322.0,329.0,343.0,364.0,378.0,406.0,420.0,441.0,476.0,497.0,525.0,560.0,581.0,623.0,644.0,672.0,707.0,742.0,798.0,826.0,861.0,882.0,959.0,1001.0,1022.0,1057.0,1106.0,1148.0,1211.0,1281.0,1351.0,1414.0,1484.0,1568.0,1638.0,1736.0,1855.0,2002.0,2177.0,2275.0,2464.0,2884.0,3619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.0,448.0,238.0,119.0,63.0,84.0,28.0,14.0,14.0,14.0,14.0,14.0,21.0,21.0,28.0,28.0,28.0,28.0,28.0,35.0,42.0,42.0,49.0,56.0,63.0,70.0,77.0,91.0,91.0,98.0,112.0,126.0,126.0,140.0,154.0,182.0,217.0,217.0,224.0,259.0,287.0,294.0,294.0,315.0,336.0,357.0,364.0,385.0,413.0,441.0,483.0,511.0,539.0,588.0,630.0,658.0,679.0,714.0,728.0,756.0,784.0,812.0,847.0,896.0,952.0,973.0,1015.0,1029.0,1078.0,1141.0,1169.0,1253.0,1330.0,1379.0,1421.0,1505.0,1589.0,1701.0,1806.0,2023.0,2086.0,2317.0,2625.0,2884.0,3178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.0,665.0,294.0,140.0,49.0,14.0,7.0,7.0,7.0,14.0,14.0,14.0,14.0,14.0,14.0,21.0,21.0,21.0,28.0,35.0,49.0,56.0,49.0,56.0,70.0,70.0,77.0,77.0,91.0,98.0,119.0,140.0,147.0,147.0,154.0,154.0,168.0,168.0,189.0,203.0,210.0,238.0,252.0,266.0,273.0,287.0,301.0,329.0,357.0,385.0,427.0,483.0,504.0,525.0,574.0,609.0,623.0,637.0,658.0,700.0,728.0,756.0,784.0,812.0,861.0,889.0,917.0,987.0,1036.0,1078.0,1113.0,1162.0,1225.0,1274.0,1365.0,1400.0,1470.0,1540.0,1631.0,1750.0,1855.0,2009.0,2233.0,2387.0,2604.0,3059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756.0,203.0,126.0,21.0,7.0,0.0,7.0,7.0,14.0,14.0,14.0,21.0,21.0,21.0,21.0,28.0,28.0,35.0,42.0,56.0,70.0,63.0,63.0,77.0,84.0,84.0,84.0,98.0,119.0,119.0,133.0,154.0,161.0,168.0,182.0,189.0,189.0,189.0,196.0,210.0,224.0,238.0,252.0,259.0,273.0,301.0,329.0,364.0,385.0,427.0,448.0,469.0,476.0,511.0,546.0,567.0,588.0,616.0,658.0,679.0,707.0,749.0,791.0,840.0,882.0,910.0,966.0,1015.0,1064.0,1134.0,1176.0,1211.0,1246.0,1295.0,1358.0,1519.0,1638.0,1778.0,1827.0,1974.0,2142.0,2380.0,2653.0,3122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.0,385.0,154.0,105.0,35.0,14.0,7.0,7.0,7.0,7.0,7.0,14.0,21.0,28.0,28.0,28.0,35.0,35.0,35.0,49.0,56.0,70.0,70.0,84.0,91.0,98.0,98.0,98.0,105.0,119.0,119.0,133.0,140.0,161.0,175.0,182.0,196.0,203.0,210.0,217.0,231.0,245.0,259.0,266.0,280.0,301.0,322.0,343.0,364.0,385.0,406.0,427.0,448.0,469.0,497.0,525.0,567.0,595.0,630.0,658.0,679.0,714.0,756.0,812.0,840.0,875.0,910.0,966.0,1015.0,1064.0,1099.0,1162.0,1267.0,1309.0,1365.0,1449.0,1512.0,1645.0,1806.0,1946.0,2149.0,2289.0,2492.0,2814.0,3269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
